Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
1,1,8/20/10,15740.13,FALSE,86.65,2.664,,,,,,211.6033633,7.787,A,151315
1,1,8/27/10,15793.87,FALSE,85.22,2.619,,,,,,211.5673056,7.787,A,151315
1,1,9/3/10,16241.78,FALSE,81.21,2.577,,,,,,211.5312479,7.787,A,151315
1,1,9/10/10,18194.74,TRUE,78.69,2.565,,,,,,211.4951902,7.787,A,151315
1,1,9/17/10,19354.23,FALSE,82.11,2.582,,,,,,211.5224596,7.787,A,151315
1,1,9/24/10,18122.52,FALSE,80.94,2.624,,,,,,211.5972246,7.787,A,151315
1,1,10/1/10,20094.19,FALSE,71.89,2.603,,,,,,211.6719895,7.838,A,151315
1,1,10/8/10,23388.03,FALSE,63.93,2.633,,,,,,211.7467544,7.838,A,151315
1,1,10/15/10,26978.34,FALSE,67.18,2.72,,,,,,211.8137436,7.838,A,151315
1,1,10/22/10,25543.04,FALSE,69.86,2.725,,,,,,211.8612937,7.838,A,151315
1,1,10/29/10,38640.93,FALSE,69.64,2.716,,,,,,211.9088438,7.838,A,151315
1,1,11/5/10,34238.88,FALSE,58.74,2.689,,,,,,211.9563939,7.838,A,151315
1,1,11/12/10,19549.39,FALSE,59.61,2.728,,,,,,212.003944,7.838,A,151315
1,1,11/19/10,19552.84,FALSE,51.41,2.771,,,,,,211.8896737,7.838,A,151315
1,1,11/26/10,18820.29,TRUE,64.52,2.735,,,,,,211.7484333,7.838,A,151315
1,1,12/3/10,22517.56,FALSE,49.27,2.708,,,,,,211.607193,7.838,A,151315
1,1,12/10/10,31497.65,FALSE,46.33,2.843,,,,,,211.4659526,7.838,A,151315
1,1,12/17/10,44912.86,FALSE,49.84,2.869,,,,,,211.4053124,7.838,A,151315
1,1,12/24/10,55931.23,FALSE,52.33,2.886,,,,,,211.4051222,7.838,A,151315
1,1,12/31/10,19124.58,TRUE,48.43,2.943,,,,,,211.4049321,7.838,A,151315
1,1,1/7/11,15984.24,FALSE,48.27,2.976,,,,,,211.4047419,7.742,A,151315
1,1,1/14/11,17359.7,FALSE,35.4,2.983,,,,,,211.4574109,7.742,A,151315
1,1,1/21/11,17341.47,FALSE,44.04,3.016,,,,,,211.8272343,7.742,A,151315
1,1,1/28/11,18461.18,FALSE,43.83,3.01,,,,,,212.1970577,7.742,A,151315
1,1,2/4/11,21665.76,FALSE,42.27,2.989,,,,,,212.5668812,7.742,A,151315
1,1,2/11/11,37887.17,TRUE,36.39,3.022,,,,,,212.9367046,7.742,A,151315
1,1,2/18/11,46845.87,FALSE,57.36,3.045,,,,,,213.2478853,7.742,A,151315
1,1,2/25/11,19363.83,FALSE,62.9,3.065,,,,,,213.535609,7.742,A,151315
1,1,3/4/11,20327.61,FALSE,59.58,3.288,,,,,,213.8233327,7.742,A,151315
1,1,3/11/11,21280.4,FALSE,53.56,3.459,,,,,,214.1110564,7.742,A,151315
1,1,3/18/11,20334.23,FALSE,62.76,3.488,,,,,,214.3627114,7.742,A,151315
1,1,3/25/11,20881.1,FALSE,69.97,3.473,,,,,,214.5999389,7.742,A,151315
1,1,4/1/11,20398.09,FALSE,59.17,3.524,,,,,,214.8371664,7.682,A,151315
1,1,4/8/11,23873.79,FALSE,67.84,3.622,,,,,,215.0743939,7.682,A,151315
1,1,4/15/11,28762.37,FALSE,71.27,3.743,,,,,,215.2918561,7.682,A,151315
1,1,4/22/11,50510.31,FALSE,72.99,3.807,,,,,,215.4599053,7.682,A,151315
1,1,4/29/11,41512.39,FALSE,72.03,3.81,,,,,,215.6279544,7.682,A,151315
1,1,5/6/11,20138.19,FALSE,64.61,3.906,,,,,,215.7960035,7.682,A,151315
1,1,5/13/11,17235.15,FALSE,75.64,3.899,,,,,,215.9640526,7.682,A,151315
1,1,5/20/11,15136.78,FALSE,67.63,3.907,,,,,,215.7339202,7.682,A,151315
1,1,5/27/11,15741.6,FALSE,77.72,3.786,,,,,,215.5037878,7.682,A,151315
1,1,6/3/11,16434.15,FALSE,83,3.699,,,,,,215.2736553,7.682,A,151315
1,1,6/10/11,15883.52,FALSE,83.13,3.648,,,,,,215.0435229,7.682,A,151315
1,1,6/17/11,14978.09,FALSE,86.41,3.637,,,,,,214.9980596,7.682,A,151315
1,1,6/24/11,15682.81,FALSE,83.58,3.594,,,,,,215.0910982,7.682,A,151315
1,1,7/1/11,15363.5,FALSE,85.55,3.524,,,,,,215.1841368,7.962,A,151315
1,1,7/8/11,16148.87,FALSE,85.83,3.48,,,,,,215.2771754,7.962,A,151315
1,1,7/15/11,15654.85,FALSE,88.54,3.575,,,,,,215.3611087,7.962,A,151315
1,1,7/22/11,15766.6,FALSE,85.77,3.651,,,,,,215.4222784,7.962,A,151315
1,1,7/29/11,15922.41,FALSE,86.83,3.682,,,,,,215.4834482,7.962,A,151315
1,1,8/5/11,15295.55,FALSE,91.65,3.684,,,,,,215.544618,7.962,A,151315
1,1,8/12/11,14539.79,FALSE,90.76,3.638,,,,,,215.6057878,7.962,A,151315
1,1,8/19/11,14689.24,FALSE,89.94,3.554,,,,,,215.6693107,7.962,A,151315
1,1,8/26/11,14537.37,FALSE,87.96,3.523,,,,,,215.7332258,7.962,A,151315
1,1,9/2/11,15277.27,FALSE,87.83,3.533,,,,,,215.7971409,7.962,A,151315
1,1,9/9/11,17746.68,TRUE,76,3.546,,,,,,215.861056,7.962,A,151315
1,1,9/16/11,18535.48,FALSE,79.94,3.526,,,,,,216.0410526,7.962,A,151315
1,1,9/23/11,17859.3,FALSE,75.8,3.467,,,,,,216.3758246,7.962,A,151315
1,1,9/30/11,18337.68,FALSE,79.69,3.355,,,,,,216.7105965,7.962,A,151315
1,1,10/7/11,20797.58,FALSE,69.31,3.285,,,,,,217.0453684,7.866,A,151315
1,1,10/14/11,23077.55,FALSE,71.74,3.274,,,,,,217.3552733,7.866,A,151315
1,1,10/21/11,23351.8,FALSE,63.71,3.353,,,,,,217.5159762,7.866,A,151315
1,1,10/28/11,31579.9,FALSE,66.57,3.372,,,,,,217.6766791,7.866,A,151315
1,1,11/4/11,39886.06,FALSE,54.98,3.332,,,,,,217.837382,7.866,A,151315
1,1,11/11/11,18689.54,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315
1,1,11/18/11,19050.66,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315
1,1,11/25/11,20911.25,TRUE,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,A,151315
1,1,12/2/11,25293.49,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315
1,1,12/9/11,33305.92,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,A,151315
1,1,12/16/11,45773.03,FALSE,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,A,151315
1,1,12/23/11,46788.75,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315
1,1,12/30/11,23350.88,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315
1,1,1/6/12,16567.69,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,A,151315
1,1,1/13/12,16894.4,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315
1,1,1/20/12,18365.1,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315
1,1,1/27/12,18378.16,FALSE,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,A,151315
1,1,2/3/12,23510.49,FALSE,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315
1,1,2/10/12,36988.49,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315
1,1,2/17/12,54060.1,FALSE,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315
1,1,2/24/12,20124.22,FALSE,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315
1,1,3/2/12,20113.03,FALSE,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,A,151315
1,1,3/9/12,21140.07,FALSE,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,A,151315
1,1,3/16/12,22366.88,FALSE,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315
1,1,3/23/12,22107.7,FALSE,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315
1,1,3/30/12,28952.86,FALSE,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315
1,1,4/6/12,57592.12,FALSE,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,A,151315
1,1,4/13/12,34684.21,FALSE,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315
1,1,4/20/12,16976.19,FALSE,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315
1,1,4/27/12,16347.6,FALSE,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,A,151315
1,1,5/4/12,17147.44,FALSE,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,A,151315
1,1,5/11/12,18164.2,FALSE,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,A,151315
1,1,5/18/12,18517.79,FALSE,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,A,151315
1,1,5/25/12,16963.55,FALSE,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,A,151315
1,1,6/1/12,16065.49,FALSE,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,A,151315
1,1,6/8/12,17666,FALSE,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,A,151315
1,1,6/15/12,17558.82,FALSE,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,A,151315
1,1,6/22/12,16633.41,FALSE,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,A,151315
1,1,6/29/12,15722.82,FALSE,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,A,151315
1,1,7/6/12,17823.37,FALSE,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,A,151315
1,1,7/13/12,16566.18,FALSE,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,A,151315
1,1,7/20/12,16348.06,FALSE,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315
1,1,7/27/12,15731.18,FALSE,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315
1,1,8/3/12,16628.31,FALSE,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,A,151315
1,1,8/10/12,16119.92,FALSE,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,A,151315
1,1,8/17/12,17330.7,FALSE,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,A,151315
1,1,8/24/12,16286.4,FALSE,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315
1,1,8/31/12,16680.24,FALSE,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,A,151315
1,1,9/7/12,18322.37,TRUE,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315
1,1,9/14/12,19616.22,FALSE,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,A,151315
1,1,9/21/12,19251.5,FALSE,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315
1,1,9/28/12,18947.81,FALSE,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315
1,1,10/5/12,21904.47,FALSE,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,A,151315
1,1,10/12/12,22764.01,FALSE,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,A,151315
1,1,10/19/12,24185.27,FALSE,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,A,151315
1,1,10/26/12,27390.81,FALSE,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,A,151315
1,2,2/5/10,50605.27,FALSE,42.31,2.572,,,,,,211.0963582,8.106,A,151315
1,2,2/12/10,44682.74,TRUE,38.51,2.548,,,,,,211.2421698,8.106,A,151315
1,2,2/19/10,47928.89,FALSE,39.93,2.514,,,,,,211.2891429,8.106,A,151315
1,2,2/26/10,44292.87,FALSE,46.63,2.561,,,,,,211.3196429,8.106,A,151315
1,2,3/5/10,48397.98,FALSE,46.5,2.625,,,,,,211.3501429,8.106,A,151315
1,2,3/12/10,43751.94,FALSE,57.79,2.667,,,,,,211.3806429,8.106,A,151315
1,2,3/19/10,43615.49,FALSE,54.58,2.72,,,,,,211.215635,8.106,A,151315
1,2,3/26/10,41892.55,FALSE,51.45,2.732,,,,,,211.0180424,8.106,A,151315
1,2,4/2/10,47450.5,FALSE,62.27,2.719,,,,,,210.8204499,7.808,A,151315
1,2,4/9/10,46549.73,FALSE,65.86,2.77,,,,,,210.6228574,7.808,A,151315
1,2,4/16/10,45025.02,FALSE,66.32,2.808,,,,,,210.4887,7.808,A,151315
1,2,4/23/10,44418.11,FALSE,64.84,2.795,,,,,,210.4391228,7.808,A,151315
1,2,4/30/10,45971.3,FALSE,67.41,2.78,,,,,,210.3895456,7.808,A,151315
1,2,5/7/10,47903.01,FALSE,72.55,2.835,,,,,,210.3399684,7.808,A,151315
1,2,5/14/10,43675.61,FALSE,74.78,2.854,,,,,,210.3374261,7.808,A,151315
1,2,5/21/10,44319.15,FALSE,76.44,2.826,,,,,,210.6170934,7.808,A,151315
1,2,5/28/10,44619.52,FALSE,80.44,2.759,,,,,,210.8967606,7.808,A,151315
1,2,6/4/10,48754.47,FALSE,80.69,2.705,,,,,,211.1764278,7.808,A,151315
1,2,6/11/10,47089.54,FALSE,80.43,2.668,,,,,,211.4560951,7.808,A,151315
1,2,6/18/10,44428.71,FALSE,84.11,2.637,,,,,,211.4537719,7.808,A,151315
1,2,6/25/10,45299.92,FALSE,84.34,2.653,,,,,,211.3386526,7.808,A,151315
1,2,7/2/10,47077.72,FALSE,80.91,2.669,,,,,,211.2235333,7.787,A,151315
1,2,7/9/10,46752.12,FALSE,80.48,2.642,,,,,,211.108414,7.787,A,151315
1,2,7/16/10,44339.2,FALSE,83.15,2.623,,,,,,211.1003854,7.787,A,151315
1,2,7/23/10,44763.33,FALSE,83.36,2.608,,,,,,211.2351443,7.787,A,151315
1,2,7/30/10,45833.77,FALSE,81.84,2.64,,,,,,211.3699032,7.787,A,151315
1,2,8/6/10,50031.73,FALSE,87.16,2.627,,,,,,211.5046621,7.787,A,151315
1,2,8/13/10,45475.69,FALSE,87,2.692,,,,,,211.6394211,7.787,A,151315
1,2,8/20/10,49754.17,FALSE,86.65,2.664,,,,,,211.6033633,7.787,A,151315
1,2,8/27/10,49623.53,FALSE,85.22,2.619,,,,,,211.5673056,7.787,A,151315
1,2,9/3/10,49015.05,FALSE,81.21,2.577,,,,,,211.5312479,7.787,A,151315
1,2,9/10/10,45182.5,TRUE,78.69,2.565,,,,,,211.4951902,7.787,A,151315
1,2,9/17/10,44681.64,FALSE,82.11,2.582,,,,,,211.5224596,7.787,A,151315
1,2,9/24/10,42477.49,FALSE,80.94,2.624,,,,,,211.5972246,7.787,A,151315
1,2,10/1/10,45829.02,FALSE,71.89,2.603,,,,,,211.6719895,7.838,A,151315
1,2,10/8/10,46387.54,FALSE,63.93,2.633,,,,,,211.7467544,7.838,A,151315
1,2,10/15/10,43110.79,FALSE,67.18,2.72,,,,,,211.8137436,7.838,A,151315
1,2,10/22/10,42371.48,FALSE,69.86,2.725,,,,,,211.8612937,7.838,A,151315
1,2,10/29/10,44081.33,FALSE,69.64,2.716,,,,,,211.9088438,7.838,A,151315
1,2,11/5/10,46381.43,FALSE,58.74,2.689,,,,,,211.9563939,7.838,A,151315
1,2,11/12/10,43194.49,FALSE,59.61,2.728,,,,,,212.003944,7.838,A,151315
1,2,11/19/10,41443.25,FALSE,51.41,2.771,,,,,,211.8896737,7.838,A,151315
1,2,11/26/10,45681.98,TRUE,64.52,2.735,,,,,,211.7484333,7.838,A,151315
1,2,12/3/10,44405.02,FALSE,49.27,2.708,,,,,,211.607193,7.838,A,151315
1,2,12/10/10,46955.82,FALSE,46.33,2.843,,,,,,211.4659526,7.838,A,151315
1,2,12/17/10,49303.28,FALSE,49.84,2.869,,,,,,211.4053124,7.838,A,151315
1,2,12/24/10,59889.32,FALSE,52.33,2.886,,,,,,211.4051222,7.838,A,151315
1,2,12/31/10,35819.83,TRUE,48.43,2.943,,,,,,211.4049321,7.838,A,151315
1,2,1/7/11,43202.29,FALSE,48.27,2.976,,,,,,211.4047419,7.742,A,151315
1,2,1/14/11,39857.4,FALSE,35.4,2.983,,,,,,211.4574109,7.742,A,151315
1,2,1/21/11,41596.99,FALSE,44.04,3.016,,,,,,211.8272343,7.742,A,151315
1,2,1/28/11,41651.01,FALSE,43.83,3.01,,,,,,212.1970577,7.742,A,151315
1,2,2/4/11,46829.12,FALSE,42.27,2.989,,,,,,212.5668812,7.742,A,151315
1,2,2/11/11,47595.35,TRUE,36.39,3.022,,,,,,212.9367046,7.742,A,151315
1,2,2/18/11,49202.06,FALSE,57.36,3.045,,,,,,213.2478853,7.742,A,151315
1,2,2/25/11,46165.25,FALSE,62.9,3.065,,,,,,213.535609,7.742,A,151315
1,2,3/4/11,53035.54,FALSE,59.58,3.288,,,,,,213.8233327,7.742,A,151315
1,2,3/11/11,48465.72,FALSE,53.56,3.459,,,,,,214.1110564,7.742,A,151315
1,2,3/18/11,45222.3,FALSE,62.76,3.488,,,,,,214.3627114,7.742,A,151315
1,2,3/25/11,44293.54,FALSE,69.97,3.473,,,,,,214.5999389,7.742,A,151315
1,2,4/1/11,46991.58,FALSE,59.17,3.524,,,,,,214.8371664,7.682,A,151315
1,2,4/8/11,48501.79,FALSE,67.84,3.622,,,,,,215.0743939,7.682,A,151315
1,2,4/15/11,44464.74,FALSE,71.27,3.743,,,,,,215.2918561,7.682,A,151315
1,2,4/22/11,46544.56,FALSE,72.99,3.807,,,,,,215.4599053,7.682,A,151315
1,2,4/29/11,43682.41,FALSE,72.03,3.81,,,,,,215.6279544,7.682,A,151315
1,2,5/6/11,50139.92,FALSE,64.61,3.906,,,,,,215.7960035,7.682,A,151315
1,2,5/13/11,44274.15,FALSE,75.64,3.899,,,,,,215.9640526,7.682,A,151315
1,2,5/20/11,44302.11,FALSE,67.63,3.907,,,,,,215.7339202,7.682,A,151315
1,2,5/27/11,45072.11,FALSE,77.72,3.786,,,,,,215.5037878,7.682,A,151315
1,2,6/3/11,47844.27,FALSE,83,3.699,,,,,,215.2736553,7.682,A,151315
1,2,6/10/11,46363.93,FALSE,83.13,3.648,,,,,,215.0435229,7.682,A,151315
1,2,6/17/11,42939.63,FALSE,86.41,3.637,,,,,,214.9980596,7.682,A,151315
1,2,6/24/11,42415.81,FALSE,83.58,3.594,,,,,,215.0910982,7.682,A,151315
1,2,7/1/11,45247.74,FALSE,85.55,3.524,,,,,,215.1841368,7.962,A,151315
1,2,7/8/11,44623.23,FALSE,85.83,3.48,,,,,,215.2771754,7.962,A,151315
1,2,7/15/11,43260.96,FALSE,88.54,3.575,,,,,,215.3611087,7.962,A,151315
1,2,7/22/11,45113.56,FALSE,85.77,3.651,,,,,,215.4222784,7.962,A,151315
1,2,7/29/11,43191.02,FALSE,86.83,3.682,,,,,,215.4834482,7.962,A,151315
1,2,8/5/11,49359.75,FALSE,91.65,3.684,,,,,,215.544618,7.962,A,151315
1,2,8/12/11,45341.92,FALSE,90.76,3.638,,,,,,215.6057878,7.962,A,151315
1,2,8/19/11,46391.12,FALSE,89.94,3.554,,,,,,215.6693107,7.962,A,151315
1,2,8/26/11,47659.93,FALSE,87.96,3.523,,,,,,215.7332258,7.962,A,151315
1,2,9/2/11,49419.75,FALSE,87.83,3.533,,,,,,215.7971409,7.962,A,151315
1,2,9/9/11,43315.85,TRUE,76,3.546,,,,,,215.861056,7.962,A,151315
1,2,9/16/11,42963.96,FALSE,79.94,3.526,,,,,,216.0410526,7.962,A,151315
1,2,9/23/11,43390.94,FALSE,75.8,3.467,,,,,,216.3758246,7.962,A,151315
1,2,9/30/11,46045.09,FALSE,79.69,3.355,,,,,,216.7105965,7.962,A,151315
1,2,10/7/11,49880.69,FALSE,69.31,3.285,,,,,,217.0453684,7.866,A,151315
1,2,10/14/11,43306.38,FALSE,71.74,3.274,,,,,,217.3552733,7.866,A,151315
1,2,10/21/11,42487.67,FALSE,63.71,3.353,,,,,,217.5159762,7.866,A,151315
1,2,10/28/11,41682.4,FALSE,66.57,3.372,,,,,,217.6766791,7.866,A,151315
1,2,11/4/11,47313.62,FALSE,54.98,3.332,,,,,,217.837382,7.866,A,151315
1,2,11/11/11,44936.47,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315
1,2,11/18/11,43997.78,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315
1,2,11/25/11,44259.59,TRUE,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,A,151315
1,2,12/2/11,45928.14,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315
1,2,12/9/11,49357.43,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,A,151315
1,2,12/16/11,51137.42,FALSE,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,A,151315
1,2,12/23/11,65615.36,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315
1,2,12/30/11,43539.94,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315
1,2,1/6/12,44481.38,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,A,151315
1,2,1/13/12,43353.09,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315
1,2,1/20/12,43753.43,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315
1,2,1/27/12,41556.23,FALSE,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,A,151315
1,2,2/3/12,54322.24,FALSE,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315
1,2,2/10/12,50581.06,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315
1,2,2/17/12,46085.47,FALSE,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315
1,2,2/24/12,47080.12,FALSE,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315
1,2,3/2/12,52608.51,FALSE,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,A,151315
1,2,3/9/12,48563.69,FALSE,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,A,151315
1,2,3/16/12,47346.32,FALSE,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315
1,2,3/23/12,44796.03,FALSE,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315
1,2,3/30/12,46529.68,FALSE,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315
1,2,4/6/12,51805.88,FALSE,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,A,151315
1,2,4/13/12,43991.18,FALSE,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315
1,2,4/20/12,45561.85,FALSE,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315
1,2,4/27/12,45456.23,FALSE,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,A,151315
1,2,5/4/12,50501.3,FALSE,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,A,151315
